ticker,cik,url,urls
SNAP,0001564408,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-21-004377.txt,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-21-004377.txt
SNAP,0001564408,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-20-003323.txt,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-20-003323.txt
SNAP,0001564408,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-19-002053.txt,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-19-002053.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001628280-24-002390.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001628280-24-002390.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0000950170-23-001409.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0000950170-23-001409.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-22-016871.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-22-016871.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0000950170-22-000796.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0000950170-22-000796.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-21-022604.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-21-022604.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-21-004599.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-21-004599.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-20-018984.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-20-018984.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-20-004475.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-20-004475.txt
TSLA,0001318605,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-19-003165.txt,https:/www.sec.gov/Archives/edgar/data/1318605/0001564590-19-003165.txt
UNH,0000731766,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-23-000008.txt,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-23-000008.txt
UNH,0000731766,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-22-000008.txt,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-22-000008.txt
UNH,0000731766,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-21-000013.txt,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-21-000013.txt
UNH,0000731766,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-20-000006.txt,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-20-000006.txt
UNH,0000731766,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-19-000005.txt,https:/www.sec.gov/Archives/edgar/data/731766/0000731766-19-000005.txt
V,0001403161,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-23-000099.txt,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-23-000099.txt
V,0001403161,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-22-000081.txt,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-22-000081.txt
V,0001403161,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-21-000060.txt,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-21-000060.txt
V,0001403161,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-20-000070.txt,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-20-000070.txt
V,0001403161,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-19-000050.txt,https:/www.sec.gov/Archives/edgar/data/1403161/0001403161-19-000050.txt
