Ticker,Year,artificial intelligence,AI,ESG
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2020,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2021,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
AMZN,2022,0,0,0
